"customer_number","customer_key","full_name","age","age_bracket","customer_tier","total_orders","unique_products","total_items","total_revenue","last_purchase","months_since_last","tenure_months","avg_order_value","avg_monthly_spend"
AW00011256,257,Katelyn Hernandez,86,"50+",New comer,2,5,5,81,2013-10-16,6,6,40.50,13.50
AW00011257,258,Jacqueline Powell,,"50+",VIP,3,6,6,6676,2013-12-14,4,27,2225.33,247.26
AW00011258,259,Xavier Hill,86,"50+",New comer,2,4,4,49,2013-07-15,9,1,24.50,49.00
AW00011259,260,Victoria Stewart,54,"50+",VIP,3,5,5,6770,2013-12-20,4,27,2256.67,250.74
AW00011260,261,Katelyn Kelly,49,"40s",New comer,2,5,5,81,2013-06-23,10,4,40.50,20.25
AW00011261,262,Stephanie Collins,54,"50+",VIP,3,4,4,6650,2013-12-23,4,26,2216.67,255.77
AW00011262,263,Jennifer Simmons,50,"50+",New comer,27,26,63,1124,2014-01-22,3,10,41.63,112.40
AW00011263,264,Trinity Richardson,55,"50+",VIP,3,9,9,6753,2013-12-10,5,27,2251.00,250.11
AW00011264,265,Eduardo Martin,55,"50+",New comer,2,8,8,3182,2013-11-30,5,10,1591.00,318.20
AW00011265,266,Elizabeth Jones,55,"50+",New comer,1,3,3,2352,2013-01-03,4,0,2352.00,0
AW00011266,267,Taylor Howard,55,"50+",VIP,2,5,5,5922,2013-01-20,3,16,2961.00,370.13
AW00011267,268,David Diaz,49,"40s",VIP,2,5,5,5943,2013-01-07,4,15,2971.50,396.20
AW00011268,269,Katelyn Carter,55,"50+",New comer,2,5,5,98,2013-11-16,5,5,49.00,19.60
AW00011269,270,Ryan Foster,49,"40s",New comer,2,3,3,42,2013-09-10,8,0,21.00,0
AW00011270,271,Robert Lee,50,"50+",VIP,2,5,5,5984,2013-01-07,4,15,2992.00,398.93
AW00011271,272,Danielle Reed,55,"50+",VIP,2,5,5,5973,2013-01-22,3,15,2986.50,398.20
AW00011272,273,Lauren Martinez,63,"50+",VIP,2,4,4,5975,2013-01-13,3,15,2987.50,398.33
AW00011273,274,Nathan Lal,63,"50+",New comer,2,8,8,273,2013-05-23,11,0,136.50,0
AW00011274,275,Kyle Foster,85,"50+",VIP,2,4,4,5888,2013-02-24,2,17,2944.00,346.35
AW00011275,276,Jenny Rai,85,"50+",VIP,2,4,4,5955,2013-01-12,4,16,2977.50,372.19
AW00011276,277,Nancy Chapman,50,"50+",New comer,27,22,57,987,2014-01-22,3,11,36.56,89.73
AW00011277,278,Charles Jackson,56,"50+",New comer,27,26,65,1434,2014-01-16,3,11,53.11,130.36
AW00011278,279,Jonathan Phillips,56,"50+",VIP,2,3,3,5908,2013-01-03,4,15,2954.00,393.87
AW00011279,280,Amanda Cook,50,"50+",New comer,2,3,4,44,2013-06-22,10,3,22.00,14.67
AW00011280,281,Robert Collins,56,"50+",New comer,2,4,4,77,2013-08-08,9,1,38.50,77.00
AW00011281,282,Megan Barnes,50,"50+",VIP,2,5,5,5921,2013-01-11,4,15,2960.50,394.73
AW00011282,283,Christian Thomas,57,"50+",VIP,2,6,6,5999,2013-01-02,4,16,2999.50,374.94
AW00011283,284,Arturo Lal,57,"50+",New comer,2,3,4,44,2013-08-28,8,2,22.00,22.00
AW00011284,285,Theresa Serrano,57,"50+",New comer,2,3,5,55,2013-05-02,0,2,27.50,27.50
AW00011285,286,Jeremy Anderson,52,"50+",New comer,2,5,5,128,2013-10-26,6,2,64.00,64.00
AW00011286,287,Hunter Griffin,57,"50+",VIP,2,5,5,5954,2013-01-20,3,15,2977.00,396.93
AW00011287,288,Henry Garcia,58,"50+",New comer,27,23,62,1165,2014-01-28,3,11,43.15,105.91
AW00011288,289,Cindy Sanchez,47,"40s",New comer,2,4,4,77,2013-08-21,8,5,38.50,15.40
AW00011289,290,Maria Carter,53,"50+",VIP,2,5,5,5905,2013-01-16,3,16,2952.50,369.06
AW00011290,291,Katelyn Sanchez,52,"50+",VIP,2,3,3,5933,2013-01-27,3,16,2966.50,370.81
AW00011291,292,Jenna Wright,53,"50+",VIP,2,2,2,5873,2013-01-19,3,16,2936.50,367.06
AW00011292,293,Seth Phillips,58,"50+",VIP,2,5,5,5910,2012-12-31,4,15,2955.00,394.00
AW00011293,294,Luke Long,64,"50+",New comer,2,5,5,85,2013-03-15,1,0,42.50,0
AW00011294,295,Dalton Clark,64,"50+",New comer,2,3,3,42,2014-01-03,4,3,21.00,14.00
AW00011295,296,Taylor Lewis,65,"50+",VIP,2,5,5,6058,2013-01-09,4,15,3029.00,403.87
AW00011296,297,Haley Richardson,84,"50+",VIP,2,4,4,5897,2013-01-29,3,16,2948.50,368.56
AW00011297,298,Noah Coleman,84,"50+",VIP,2,5,5,5948,2013-02-20,2,16,2974.00,371.75
AW00011298,299,Jon Luo,84,"50+",VIP,2,5,5,5922,2013-02-21,2,17,2961.00,348.35
AW00011299,300,Orlando Vazquez,83,"50+",VIP,2,4,4,6015,2013-02-24,2,16,3007.50,375.94
AW00011300,301,Fernando Barnes,59,"50+",New comer,27,28,67,1499,2013-12-31,4,11,55.52,136.27
AW00011301,302,Cameron Rodriguez,59,"50+",New comer,2,5,5,131,2013-10-11,7,4,65.50,32.75
AW00011302,303,Spencer Russell,53,"50+",VIP,2,5,5,5938,2013-02-02,3,16,2969.00,371.13
AW00011303,304,Julia Coleman,59,"50+",VIP,2,3,3,5875,2013-02-23,2,17,2937.50,345.59
AW00011304,305,Julia Garcia,54,"50+",New comer,2,5,5,122,2013-04-22,0,1,61.00,122.00
AW00011305,306,Sean Evans,59,"50+",New comer,2,4,4,77,2013-08-04,9,4,38.50,19.25
AW00011306,307,Micah Zhou,59,"50+",New comer,2,3,3,42,2013-09-07,8,2,21.00,21.00
AW00011307,308,Hunter Rodriguez,59,"50+",VIP,2,5,5,5964,2013-02-08,3,17,2982.00,350.82
AW00011308,309,Ian Gonzales,65,"50+",New comer,2,4,4,94,2014-01-15,3,4,47.00,23.50
AW00011309,310,Victoria Lewis,65,"50+",New comer,2,3,3,42,2014-01-05,4,5,21.00,8.40
AW00011310,311,Erin Sanders,60,"50+",New comer,2,4,4,77,2013-12-24,4,4,38.50,19.25
AW00011311,312,Gabrielle Lopez,66,"50+",New comer,2,4,4,77,2013-09-13,7,4,38.50,19.25
AW00011312,313,Sara Richardson,66,"50+",New comer,2,3,3,42,2013-06-02,11,0,21.00,0
AW00011313,314,Trevor Jenkins,66,"50+",New comer,2,3,4,44,2013-11-26,5,6,22.00,7.33
AW00011314,315,Mya Flores,54,"50+",New comer,2,3,4,47,2013-12-03,5,9,23.50,5.22
AW00011315,316,Hailey Ward,66,"50+",New comer,2,3,3,42,2013-12-17,4,6,21.00,7.00
AW00011316,317,Luke Allen,65,"50+",New comer,1,2,2,2350,2013-01-12,4,0,2350.00,0
AW00011317,318,Victoria Russell,61,"50+",VIP,2,2,2,5873,2013-02-18,2,17,2936.50,345.47
AW00011318,319,Jessica Wilson,67,"50+",New comer,2,3,4,44,2013-11-08,6,0,22.00,0
AW00011319,320,Jade Bailey,77,"50+",VIP,2,4,4,5930,2013-02-24,2,17,2965.00,348.82
AW00011320,321,Morgan Hill,82,"50+",New comer,2,5,5,72,2013-08-19,8,2,36.00,36.00
AW00011321,322,Terrance Raman,81,"50+",New comer,2,2,2,37,2013-05-28,11,3,18.50,12.33
AW00011322,323,Sydney Garcia,81,"50+",New comer,2,3,4,44,2013-05-21,11,1,22.00,44.00
AW00011323,324,Jose Patterson,81,"50+",VIP,2,6,6,6074,2013-01-30,3,16,3037.00,379.63
AW00011324,325,Zachary Anderson,80,"50+",VIP,2,4,4,5945,2013-02-05,3,16,2972.50,371.56
AW00011325,326,Elijah Ross,80,"50+",VIP,2,7,7,6044,2013-01-31,3,16,3022.00,377.75
AW00011326,327,Rafael Xie,80,"50+",VIP,2,5,5,5948,2013-02-20,2,17,2974.00,349.88
AW00011327,328,Jaime Moreno,79,"50+",VIP,2,5,5,5915,2013-02-01,3,16,2957.50,369.69
AW00011328,329,Julian Griffin,79,"50+",New comer,2,4,4,4718,2013-04-07,1,3,2359.00,1572.67
AW00011329,330,Andy Alvarez,79,"50+",VIP,2,2,2,5898,2013-02-10,3,16,2949.00,368.63
AW00011330,331,Ryan Thompson,79,"50+",New comer,27,24,57,1134,2014-01-22,3,11,42.00,103.09
AW00011331,332,Samantha Jenkins,51,"50+",New comer,27,24,58,1327,2014-01-24,3,11,49.15,120.64
AW00011332,333,Deanna Ramos,57,"50+",VIP,2,3,3,5755,2013-01-06,4,14,2877.50,411.07
AW00011333,334,Emily Miller,57,"50+",VIP,3,6,6,8163,2013-07-14,9,27,2721.00,302.33
AW00011334,335,Nicole Brown,58,"50+",VIP,3,6,6,8154,2013-07-27,9,28,2718.00,291.21
AW00011335,336,Carla Raman,47,"40s",VIP,2,4,4,5744,2013-01-04,4,14,2872.00,410.29
AW00011336,337,Shaun Raji,52,"50+",New comer,2,5,5,4441,2013-01-05,4,3,2220.50,1480.33
AW00011337,338,Jerome Romero,58,"50+",VIP,3,7,8,8162,2013-07-19,9,28,2720.67,291.50
AW00011338,339,Frank Navarro,52,"50+",VIP,2,5,5,5745,2012-12-30,4,14,2872.50,410.36
AW00011339,340,Dennis She,58,"50+",New comer,2,3,3,4379,2013-01-25,3,3,2189.50,1459.67
AW00011340,341,Melody Munoz,78,"50+",New comer,2,5,5,4413,2013-01-02,4,2,2206.50,2206.50
AW00011341,342,Randy Zeng,83,"50+",VIP,3,8,8,8192,2013-07-19,9,27,2730.67,303.41
AW00011342,343,Marshall Wang,52,"50+",New comer,1,3,3,49,2013-07-12,10,0,49.00,0
AW00011343,344,Arthur Carlson,50,"50+",VIP,3,9,9,8222,2013-07-24,9,27,2740.67,304.52
AW00011344,345,Jessie Jimenez,62,"50+",VIP,3,7,7,8119,2013-07-23,9,26,2706.33,312.27
AW00011345,346,Robin Ramos,62,"50+",New comer,2,3,3,4404,2012-12-31,4,2,2202.00,2202.00
AW00011346,347,Deanna Gutierrez,58,"50+",New comer,2,7,7,4503,2013-02-11,3,4,2251.50,1125.75
AW00011347,348,Roy Navarro,52,"50+",New comer,1,2,2,14,2013-03-16,1,0,14.00,0
AW00011348,349,Shawn Rai,64,"50+",New comer,1,3,3,68,2013-03-31,1,0,68.00,0
AW00011349,350,Mindy Luo,59,"50+",New comer,1,3,3,68,2014-01-13,3,0,68.00,0
AW00011350,351,Cara Zhou,82,"50+",New comer,1,3,3,38,2013-02-05,3,0,38.00,0
AW00011351,352,Anne Ramos,75,"50+",VIP,3,5,5,8068,2013-08-28,8,26,2689.33,310.31
AW00011352,353,Raymond Rodriguez,79,"50+",New comer,1,2,2,14,2013-05-01,0,0,14.00,0
AW00011353,354,Carrie Ortega,78,"50+",VIP,3,6,6,8078,2013-08-08,9,25,2692.67,323.12
AW00011354,355,Deanna Suarez,77,"50+",New comer,1,3,3,23,2013-12-03,5,0,23.00,0
AW00011355,356,Roberto Gutierrez,76,"50+",New comer,1,2,2,14,2013-09-26,7,0,14.00,0
AW00011356,357,Terrence Carson,39,"30s",VIP,3,8,8,5069,2013-10-31,6,29,1689.67,174.79
AW00011357,358,Ramon Ye,40,"40s",Standard,3,5,5,4943,2013-10-29,6,28,1647.67,176.54
AW00011358,359,Cynthia Malhotra,41,"40s",VIP,3,8,8,5034,2013-11-14,5,28,1678.00,179.79
AW00011359,360,Jarrod Prasad,41,"40s",Standard,3,8,8,4959,2013-12-04,5,29,1653.00,171.00
AW00011360,361,Tyrone Serrano,41,"40s",VIP,3,6,6,5025,2013-12-22,4,29,1675.00,173.28
AW00011361,362,Cindy Ramos,42,"40s",New comer,2,4,4,115,2013-11-24,5,1,57.50,115.00
AW00011362,363,Damien Shan,42,"40s",New comer,2,3,3,77,2013-09-24,7,5,38.50,15.40
AW00011363,364,Julian Ross,42,"40s",VIP,3,5,5,5035,2013-12-18,4,30,1678.33,167.83
AW00011364,365,Jennifer Collins,40,"40s",Standard,3,4,4,4921,2013-12-26,4,30,1640.33,164.03
AW00011365,366,Brittney Sun,40,"40s",VIP,3,7,7,5024,2013-12-22,4,30,1674.67,167.47
AW00011366,367,Virginia Patel,40,"40s",New comer,2,3,3,77,2013-08-15,8,1,38.50,77.00
AW00011367,368,Calvin Nara,40,"40s",New comer,2,4,4,86,2013-11-25,5,4,43.00,21.50
AW00011368,369,Edward Miller,40,"40s",VIP,3,11,11,5105,2013-12-01,5,29,1701.67,176.03
AW00011369,370,Ashlee Tang,41,"40s",New comer,2,4,4,119,2013-12-27,4,5,59.50,23.80
AW00011370,371,Alicia Xu,41,"40s",New comer,2,3,3,80,2013-10-01,7,2,40.00,40.00
AW00011371,372,Lacey Jai,41,"40s",New comer,2,2,2,75,2013-12-28,4,1,37.50,75.00
AW00011372,373,Wendy Romero,41,"40s",Standard,3,5,5,4965,2013-12-14,4,30,1655.00,165.50
AW00011373,374,Carly Luo,70,"50+",New comer,1,3,3,38,2013-08-27,8,0,38.00,0
AW00011374,375,Jimmy Ortega,76,"50+",New comer,1,3,3,69,2013-04-15,0,0,69.00,0
AW00011375,376,Francisco Martinez,76,"50+",New comer,1,2,2,14,2013-10-17,6,0,14.00,0
AW00011376,377,Lance Vazquez,76,"50+",New comer,1,2,2,78,2013-10-15,6,0,78.00,0
AW00011377,378,David Robinett,58,"50+",New comer,1,3,3,84,2013-02-28,2,0,84.00,0
AW00011378,379,Shannon Liang,59,"50+",New comer,2,4,4,4436,2013-02-14,2,3,2218.00,1478.67
AW00011379,380,Gary Vazquez,48,"40s",New comer,2,4,4,4426,2013-02-26,2,4,2213.00,1106.50
AW00011380,381,Mitchell Kumar,60,"50+",VIP,2,6,6,5838,2013-02-03,3,15,2919.00,389.20
AW00011381,382,Meredith Raman,54,"50+",VIP,3,5,5,8161,2013-08-18,8,26,2720.33,313.88
AW00011382,383,Edward Patterson,50,"50+",New comer,2,2,2,4344,2013-02-16,2,3,2172.00,1448.00
AW00011383,384,Marie Gill,59,"50+",New comer,1,3,3,49,2014-01-01,4,0,49.00,0
AW00011384,385,Tiffany Wang,53,"50+",New comer,1,3,3,49,2013-08-02,9,0,49.00,0
AW00011385,386,Miguel Allen,53,"50+",New comer,1,2,2,14,2013-07-06,10,0,14.00,0
AW00011386,387,Jaclyn Cai,53,"50+",New comer,1,3,3,69,2013-11-02,6,0,69.00,0
AW00011387,388,Megan Ramirez,60,"50+",VIP,3,6,6,6959,2013-04-01,1,20,2319.67,347.95
AW00011388,389,Joseph Martin,60,"50+",VIP,3,7,7,6987,2013-04-26,0,21,2329.00,332.71
AW00011389,390,Karl Shan,44,"40s",New comer,1,3,3,69,2013-11-17,5,0,69.00,0
AW00011390,391,Christine Raji,49,"40s",New comer,1,3,3,49,2013-11-07,6,0,49.00,0
AW00011391,392,Lindsay Xie,48,"40s",New comer,1,2,2,34,2013-10-26,6,0,34.00,0
AW00011392,393,Willie Zhao,44,"40s",New comer,1,1,1,29,2013-03-29,1,0,29.00,0
AW00011393,394,Kurt Pal,50,"50+",New comer,1,2,2,14,2013-07-16,9,0,14.00,0
AW00011394,395,George McDonald,50,"50+",VIP,3,7,7,8162,2013-08-02,9,24,2720.67,340.08
AW00011395,396,Beth Gutierrez,49,"40s",VIP,2,3,3,5730,2013-02-20,2,15,2865.00,382.00
AW00011396,397,Ian Lopez,50,"50+",New comer,1,1,1,29,2013-10-26,6,0,29.00,0
AW00011397,398,Latoya Shan,50,"50+",New comer,1,3,3,38,2013-07-07,10,0,38.00,0
AW00011398,399,Colin Nath,50,"50+",VIP,3,4,4,8114,2013-08-02,9,24,2704.67,338.08
AW00011399,400,Brenda Mehta,50,"50+",New comer,1,2,2,14,2013-04-13,0,0,14.00,0
AW00011400,401,Franklin Raji,45,"40s",VIP,3,7,8,6968,2013-07-19,9,24,2322.67,290.33
AW00011401,402,Linda Navarro,50,"50+",New comer,3,6,6,5020,2013-03-08,2,4,1673.33,1255.00
AW00011402,403,Kelli Cai,49,"40s",New comer,3,9,10,5059,2013-04-02,1,4,1686.33,1264.75
AW00011403,404,Nancy Schmidt,45,"40s",New comer,3,9,9,5032,2013-05-28,11,7,1677.33,718.86
AW00011404,405,Megan Taylor,67,"50+",New comer,1,2,2,34,2013-02-10,3,0,34.00,0
AW00011405,406,Bonnie Goel,67,"50+",New comer,1,1,1,54,2013-03-31,1,0,54.00,0
AW00011406,407,Latoya Xu,67,"50+",New comer,2,6,6,4415,2013-02-09,3,3,2207.50,1471.67
AW00011407,408,Mario She,67,"50+",New comer,1,1,1,54,2013-06-23,10,0,54.00,0
AW00011408,409,Darren Gill,61,"50+",New comer,1,3,3,34,2013-03-05,2,0,34.00,0
AW00011409,410,Jacqueline Hayes,46,"40s",New comer,2,5,5,4444,2013-01-28,3,2,2222.00,2222.00
AW00011410,411,Maurice Goel,,"50+",New comer,2,5,5,4464,2013-02-04,3,2,2232.00,2232.00
AW00011411,412,Devin Ross,65,"50+",New comer,1,3,3,38,2013-08-04,9,0,38.00,0
AW00011412,413,Sydney Bryant,65,"50+",VIP,4,10,11,9880,2013-10-11,7,23,2470.00,429.57
AW00011413,414,Megan Stewart,65,"50+",VIP,4,10,11,7190,2013-09-05,8,24,1797.50,299.58
AW00011414,415,Ian Richardson,65,"50+",VIP,4,10,10,7191,2013-09-15,7,25,1797.75,287.64
AW00011415,416,Randy She,75,"50+",New comer,1,2,2,14,2013-08-16,8,0,14.00,0
AW00011416,417,Katrina Becker,74,"50+",New comer,3,4,5,4928,2013-05-05,0,5,1642.67,985.60
AW00011417,418,Lacey Zheng,74,"50+",VIP,7,14,17,11248,2013-12-15,4,13,1606.86,865.23
AW00011418,419,Rafael Hu,74,"50+",New comer,1,2,2,40,2013-12-17,4,0,40.00,0
AW00011419,420,Kyle Scott,74,"50+",New comer,2,6,6,231,2013-06-27,10,3,115.50,77.00
AW00011420,421,Jordan Turner,73,"50+",VIP,7,16,17,11200,2013-11-29,5,12,1600.00,933.33
AW00011421,422,Amy Sun,73,"50+",VIP,4,4,4,9780,2013-10-09,7,23,2445.00,425.22
AW00011422,423,Dustin Deng,73,"50+",VIP,4,10,10,7075,2013-11-03,6,26,1768.75,272.12
AW00011423,424,Jasmine Stewart,65,"50+",VIP,4,10,10,9905,2013-10-20,6,22,2476.25,450.23
AW00011424,425,Pamela Garcia,60,"50+",New comer,1,2,2,44,2013-04-21,0,0,44.00,0
AW00011425,426,Ariana Gray,59,"50+",VIP,6,15,15,10528,2013-12-21,4,12,1754.67,877.33
AW00011426,427,Kristopher Mehta,66,"50+",New comer,1,1,1,35,2013-04-09,1,0,35.00,0
AW00011427,428,Desiree Dominguez,65,"50+",VIP,4,8,9,9918,2013-10-20,6,22,2479.50,450.82
AW00011428,429,Deanna Perez,66,"50+",VIP,4,12,12,9954,2013-10-22,6,22,2488.50,452.45
AW00011429,430,Marco Lopez,67,"50+",VIP,6,14,17,10468,2013-12-24,4,12,1744.67,872.33
AW00011430,431,Casey Yuan,67,"50+",New comer,1,2,2,85,2013-03-19,1,0,85.00,0
AW00011431,432,Bryant Garcia,50,"50+",VIP,4,8,11,9913,2013-09-30,7,21,2478.25,472.05
AW00011432,433,Dominique Prasad,68,"50+",VIP,6,15,16,9330,2013-12-25,4,12,1555.00,777.50
AW00011433,434,Maurice Shan,68,"50+",New comer,6,12,13,12904,2013-09-14,7,9,2150.67,1433.78
AW00011434,435,Andre Lopez,63,"50+",New comer,2,4,4,70,2013-07-15,9,1,35.00,70.00
AW00011435,436,Robin Romero,69,"50+",New comer,1,1,1,35,2014-01-04,4,0,35.00,0
AW00011436,437,Taylor Cox,69,"50+",New comer,2,4,4,81,2013-06-19,10,0,40.50,0
AW00011437,438,Alfredo Moreno,69,"50+",New comer,1,1,1,54,2013-12-19,4,0,54.00,0
AW00011438,439,Jenny Nara,70,"50+",New comer,1,1,1,35,2013-02-05,3,0,35.00,0
AW00011439,440,Janet Munoz,71,"50+",New comer,6,12,14,12488,2013-10-20,6,10,2081.33,1248.80
AW00011440,441,Sergio Weber,72,"50+",New comer,1,2,2,78,2013-03-27,1,0,78.00,0
AW00011441,442,Erika Gomez,72,"50+",New comer,1,2,2,44,2014-01-08,4,0,44.00,0
AW00011442,443,Joseph Harris,71,"50+",New comer,1,1,1,35,2013-09-29,7,0,35.00,0
AW00011443,444,Grace Griffin,43,"40s",VIP,3,8,8,8235,2013-10-01,7,27,2745.00,305.00
AW00011444,445,Tina Mehta,43,"40s",VIP,3,5,5,8136,2013-06-02,11,24,2712.00,339.00
AW00011445,446,Kari Kim,45,"40s",VIP,3,5,5,8098,2013-06-28,10,24,2699.33,337.42
AW00011446,447,Bethany Chander,45,"40s",VIP,3,6,7,8237,2013-06-21,10,24,2745.67,343.21
AW00011447,448,Jennifer Roberts,45,"40s",VIP,3,6,6,8078,2013-05-31,11,23,2692.67,351.22
AW00011448,449,Kyle Patterson,44,"40s",VIP,3,7,7,8132,2013-06-21,10,24,2710.67,338.83
AW00011449,450,Alvin Hu,44,"40s",VIP,3,7,7,8130,2013-06-24,10,24,2710.00,338.75
AW00011450,451,Brett Mehta,44,"40s",VIP,3,9,9,8173,2013-06-17,10,23,2724.33,355.35
AW00011451,452,Ruben Muñoz,45,"40s",VIP,3,9,9,8250,2013-06-05,11,22,2750.00,375.00
AW00011452,453,Erika Rubio,46,"40s",VIP,3,5,5,8183,2013-06-12,11,23,2727.67,355.78
AW00011453,454,Stanley Malhotra,40,"40s",VIP,3,6,6,8177,2013-06-19,10,23,2725.67,355.52
AW00011454,455,Melinda Navarro,45,"40s",VIP,3,4,4,8089,2013-06-18,10,22,2696.33,367.68
AW00011455,456,Ross Sanz,45,"40s",VIP,3,5,5,8142,2013-05-31,11,22,2714.00,370.09
AW00011456,457,Jon Gao,45,"40s",VIP,3,10,11,8224,2013-05-31,11,22,2741.33,373.82
AW00011457,458,Jaime Gutierrez,46,"40s",VIP,3,9,10,8211,2013-06-01,11,22,2737.00,373.23
AW00011458,459,Bianca Liu,46,"40s",New comer,3,7,7,97,2014-01-18,3,9,32.33,10.78
AW00011459,460,Tasha Deng,47,"40s",VIP,3,5,5,8141,2013-06-18,10,22,2713.67,370.05
AW00011460,461,Melvin Chande,41,"40s",VIP,3,6,6,8137,2013-06-10,11,22,2712.33,369.86
AW00011461,462,Victor Jimenez,47,"40s",VIP,3,4,4,8089,2013-07-21,9,23,2696.33,351.70
AW00011462,463,Laura Lin,47,"40s",VIP,3,5,5,8116,2013-07-25,9,24,2705.33,338.17
AW00011463,464,Alisha Beck,47,"40s",New comer,3,4,4,48,2013-12-13,4,9,16.00,5.33
AW00011464,465,Alejandro Huang,47,"40s",VIP,3,7,7,8128,2013-07-01,10,23,2709.33,353.39
AW00011465,466,Louis Luo,48,"40s",VIP,3,4,4,8158,2013-07-13,9,23,2719.33,354.70
AW00011466,467,Grant Tang,48,"40s",New comer,3,7,7,90,2013-08-21,8,2,30.00,45.00
AW00011467,468,Arturo Zheng,50,"50+",New comer,3,4,5,56,2014-01-02,4,5,18.67,11.20
AW00011468,469,Jaclyn Andersen,44,"40s",VIP,3,4,4,6960,2013-08-21,8,24,2320.00,290.00
AW00011469,470,Edwin Raji,46,"40s",New comer,1,2,2,25,2013-08-09,9,0,25.00,0
AW00011470,471,Jay Suarez,46,"40s",Standard,2,1,2,4344,2013-02-21,2,12,2172.00,362.00
AW00011471,472,Latasha Suarez,46,"40s",New comer,1,1,1,54,2013-05-17,11,0,54.00,0
AW00011472,473,Kenneth Kumar,56,"50+",VIP,3,6,6,8165,2013-10-26,6,27,2721.67,302.41
AW00011473,474,Grace Henderson,39,"30s",New comer,1,2,2,63,2013-06-02,11,0,63.00,0
AW00011474,475,Melvin Xu,39,"30s",New comer,1,3,3,49,2013-09-26,7,0,49.00,0
AW00011475,476,Cesar Subram,41,"40s",New comer,1,4,4,69,2013-04-23,0,0,69.00,0
AW00011476,477,Erika Navarro,44,"40s",New comer,1,1,1,54,2013-11-01,6,0,54.00,0
AW00011477,478,Tristan Hughes,40,"40s",New comer,1,1,1,35,2013-09-25,7,0,35.00,0
AW00011478,479,Billy Hernandez,41,"40s",New comer,1,1,1,54,2013-04-19,0,0,54.00,0
AW00011479,480,Darryl Wu,46,"40s",New comer,3,9,9,4970,2013-05-24,11,5,1656.67,994.00
AW00011480,481,Colleen Ma,41,"40s",New comer,3,6,7,4935,2013-07-25,9,7,1645.00,705.00
AW00011481,482,Erica Hu,46,"40s",Standard,3,6,6,4978,2013-04-21,0,14,1659.33,355.57
AW00011482,483,Adrienne Torres,47,"40s",VIP,3,5,5,8143,2013-09-10,8,24,2714.33,339.29
AW00011483,484,Calvin Chande,41,"40s",New comer,3,3,4,4966,2013-07-19,9,6,1655.33,827.67
AW00011484,485,Erick Sai,42,"40s",Standard,3,6,6,4985,2013-03-30,1,14,1661.67,356.07
AW00011485,486,Donald Chandra,47,"40s",VIP,3,7,7,7049,2013-09-12,8,23,2349.67,306.48
AW00011486,487,Ariana Rogers,42,"40s",New comer,1,1,1,35,2013-11-24,5,0,35.00,0
AW00011487,488,Morgan Jones,48,"40s",New comer,1,1,1,54,2013-12-15,4,0,54.00,0
AW00011488,489,Jermaine Lopez,48,"40s",VIP,3,5,5,8090,2013-08-30,8,22,2696.67,367.73
AW00011489,490,Deborah Goel,48,"40s",VIP,3,7,7,8127,2013-09-28,7,23,2709.00,353.35
AW00011490,491,Danny Rubio,48,"40s",New comer,1,1,1,54,2013-04-04,1,0,54.00,0
AW00011491,492,Andre Perez,43,"40s",VIP,3,7,7,8158,2013-09-07,8,22,2719.33,370.82
AW00011492,493,Terrence Chander,42,"40s",Standard,2,3,3,4404,2013-02-19,2,12,2202.00,367.00
AW00011493,494,Dawn Wu,48,"40s",VIP,3,6,6,6959,2013-09-12,8,21,2319.67,331.38
AW00011494,495,Jimmy Gutierrez,49,"40s",VIP,3,5,5,6974,2013-09-30,7,21,2324.67,332.10
AW00011495,496,Francis Jimenez,48,"40s",New comer,1,2,2,14,2013-10-26,6,0,14.00,0
AW00011496,497,Gary Ortega,49,"40s",VIP,3,7,7,7014,2013-11-05,6,23,2338.00,304.96
AW00011497,498,Katrina Nath,43,"40s",New comer,1,1,1,35,2013-11-04,6,0,35.00,0
AW00011498,499,Arturo Sun,45,"40s",New comer,16,18,30,560,2014-01-09,4,10,35.00,56.00
AW00011499,500,Pedro Vance,44,"40s",New comer,2,6,6,192,2013-06-29,10,2,96.00,96.00
AW00011500,501,Sarah Simmons,45,"40s",New comer,16,23,30,653,2014-01-10,4,11,40.81,59.36
AW00011501,502,Brandy Chandra,44,"40s",New comer,16,23,33,871,2014-01-22,3,9,54.44,96.78
AW00011502,503,Jared Peterson,44,"40s",New comer,16,25,42,1020,2014-01-27,3,11,63.75,92.73
AW00011503,504,Dennis Wu,89,"50+",New comer,2,3,3,61,2013-12-08,5,6,30.50,10.17
AW00011504,505,Jordan Baker,88,"50+",New comer,2,3,4,44,2013-05-03,0,0,22.00,0
AW00011505,506,Jasmine Powell,53,"50+",New comer,16,22,36,845,2013-12-24,4,10,52.81,84.50
AW00011506,507,Nicholas Brown,53,"50+",New comer,16,24,36,748,2014-01-22,3,10,46.75,74.80
AW00011507,508,Isabella Russell,52,"50+",New comer,16,20,31,651,2014-01-20,3,11,40.69,59.18
AW00011508,509,Elizabeth Wilson,53,"50+",New comer,2,4,4,77,2013-05-14,11,0,38.50,0
AW00011509,510,Roger Harui,60,"50+",New comer,1,3,3,196,2013-07-29,9,0,196.00,0
AW00011510,511,Seth Roberts,66,"50+",New comer,5,14,16,257,2013-12-26,4,9,51.40,28.56
AW00011511,512,Caleb Perry,60,"50+",New comer,1,1,1,35,2013-03-13,1,0,35.00,0
AW00011512,513,Natalie Campbell,48,"40s",New comer,1,1,1,2320,2013-12-28,4,0,2320.00,0
